"year","source","count"
"2018","[Kangdong Sacred Heart Hospital]","1"
"2018","[French Cardiology Society]","2"
"2018","[Angelini Farmacéutica]","1"
"2018","[MedtronicNeuro]","4"
"2018","[Nerre Therapeutics Ltd.]","2"
"2018","[Universidade Norte do Paraná]","2"
"2018","[Illinois College of Optometry]","1"
"2018","[Cellectar Biosciences, Inc.]","1"
"2018","[Glasgow Caledonian University]","3"
"2018","[University Hospital Bispebjerg and Frederiksberg]","8"
"2018","[University of Applied Sciences Upper Austria]","1"
"2018","[Dow University of Health Sciences]","9"
"2018","[Bausch & Lomb Incorporated]","4"
"2018","[Organogenesis]","1"
"2018","[Mycenax Biotech Inc.]","1"
"2018","[Immunocore Ltd]","1"
"2018","[Broca Hospital]","2"
"2018","[University Hospital Rijeka]","2"
"2018","[TauRx Therapeutics Ltd]","1"
"2018","[Lahey Clinic]","3"
"2018","[RTOG Foundation, Inc.]","1"
"2018","[IO Biotech]","1"
"2018","[Synairgen Research Ltd.]","1"
"2018","[Associazione Portatori Dispositivi Impiantabili Cardiaci]","1"
"2018","[Meabco A/S]","3"
"2018","[Biotronik, Inc.]","1"
"2018","[Hawaii Pacific Health]","1"
"2018","[Xian-Janssen Pharmaceutical Ltd.]","1"
"2018","[Vascular Institute of Virginia]","1"
"2018","[AsierisPharma]","1"
"2018","[University of Victoria]","2"
"2018","[Complexo Hospitalario Universitario de A Coruña]","1"
"2018","[King's College Hospital NHS Trust]","4"
"2018","[The University of Texas Health Science Center at Tyler]","1"
"2018","[VitalFlo Inc.]","1"
"2018","[IRCCS Fondazione Stella Maris]","1"
"2018","[Fundacion GESICA]","1"
"2018","[Arrinex, Inc.]","1"
"2018","[MeiraGTx UK II Ltd]","1"
"2018","[Grupo Cooperativo de Hemopatías Malignas]","1"
"2018","[Lifegraph Ltd.]","1"
"2018","[Novus Therapeutics, Inc]","2"
"2018","[Beijing Neurosurgical Institute]","1"
"2019","[Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins]","31"
"2018","[Jounce Therapeutics, Inc.]","1"
"2019","[Tata Main Hospital]","1"
"2019","[Hitit University]","11"
"2018","[Clínica Rementería]","1"
"2019","[King's College London]","36"
"2019","[Istituti Clinici Scientifici Maugeri SpA]","6"
"2019","[Università Vita-Salute San Raffaele]","8"
"2019","[The University of Hong Kong]","94"
"2019","[Penn State University]","18"
"2019","[Capital Medical University]","16"
"2019","[NVP Healthcare]","3"
"2019","[Brandeis University]","1"
"2019","[Antalya Training and Research Hospital]","7"
"2019","[Healios K.K.]","1"
"2019","[Institut de Recherche sur la Moelle épinière et l'Encéphale]","1"
"2019","[Aridis Pharmaceuticals, Inc.]","1"
"2019","[Forma Therapeutics, Inc.]","2"
"2019","[Jiangsu HengRui Medicine Co., Ltd.]","36"
"2019","[Sanford Health]","2"
"2019","[Topivert Pharma Ltd]","1"
"2019","[Grupo Español de Investigación en Cáncer de Ovario]","1"
"2019","[CSPC ZhongQi Pharmaceutical Technology Co., Ltd.]","17"
"2019","[Institute of Hematology & Blood Diseases Hospital]","10"
"2019","[Shijiazhuang Yiling Pharmaceutical Co. Ltd]","1"
"2019","[Psychiatric Centre Rigshospitalet]","1"
"2019","[Panam Clinic]","1"
"2019","[Regionsenter for barn og unges psykiske helse]","1"
"2019","[Jagiellonian University]","9"
"2019","[Research Centre BIOFORM]","1"
"2019","[Assembly Biosciences]","3"
"2019","[University of Mississippi, Oxford]","2"
"2019","[Duquesne University]","4"
"2019","[Centre d'Etude des Cellules Souches]","1"
"2019","[Henan University of Traditional Chinese Medicine]","4"
"2019","[Kyunghee University Medical Center]","1"
"2019","[Vall d'Hebron Institute of Oncology]","1"
"2019","[University Hospital of Patras]","2"
"2019","[Wrightington, Wigan and Leigh NHS Foundation Trust]","1"
"2019","[Enanta Pharmaceuticals, Inc]","2"
"2019","[Zydus Lifesciences Limited]","1"
"2019","[Tmunity Therapeutics]","1"
"2019","[Royal Holloway University]","2"
"2019","[Zhejiang Chinese Medical University]","6"
"2019","[B. Braun Medical Inc.]","1"
"2019","[Sichuan Clover Biopharmaceuticals, Inc.]","3"
"2019","[Stero Biotechs Ltd.]","2"
"2019","[Retinset SL]","1"
"2019","[Calibr, a division of Scripps Research]","1"
"2019","[Associazione Italiana per lo Studio del Pancreas]","1"
"2019","[Voronezh N.N. Burdenko State Medical Academy]","1"
"2019","[Moscow Clinical Scientific Center]","1"
"2019","[CVPath Institute Inc.]","1"
"2019","[Xenikos]","1"
"2019","[Entellus Medical, Inc.]","2"
"2019","[PharmPak, LLC]","1"
"2019","[INTEGRIS Southwest Medical Center]","1"
"2019","[University of Paris 13]","1"
"2014","[Tennessee Neurovascular Institute, LLC]","1"
"2014","[Organización Interprofesional Agroalimentaria de Cereales Panificables y Derivados]","1"
"2014","[Russian Academy of Medical Sciences]","1"
"2015","[Tobira Therapeutics, Inc.]","2"
"2015","[University Hospital, Essen]","8"
"2015","[University of Chicago]","40"
"2015","[Catholic University of the Sacred Heart]","18"
"2015","[Lille Catholic University]","6"
"2015","[The Medicines Company]","7"
"2015","[Umeå University]","9"
"2015","[PharmaKing]","3"
"2015","[California State University, Northridge]","1"
"2015","[Exactis Innovation]","1"
"2015","[Prisma Health-Upstate]","3"
"2015","[University of Patras]","3"
"2015","[Shanghai Zhongshan Hospital]","16"
"2015","[Helmholtz Centre for Infection Research]","1"
"2015","[Fundacion Clinic per a la Recerca Biomédica]","4"
"2015","[The Christ Hospital]","2"
"2015","[Queen Margaret University]","4"
"2015","[Boston Scientific Corporation]","22"
"2015","[Hutchmed]","11"
"2015","[Globus Medical Inc]","1"
"2015","[Zurich University of Applied Sciences]","4"
"2015","[Delcath Systems Inc.]","2"
"2015","[Association Francaise pour la Recherche Thermale]","2"
"2015","[GlySure]","1"
"2015","[SMG-SNU Boramae Medical Center]","1"
"2015","[Firstkind Ltd]","2"
"2015","[Sykehuset i Vestfold HF]","1"
"2015","[Broto, Javier Martín, M.D.]","2"
"2015","[Coretherapix]","1"
"2015","[Conselho Nacional de Desenvolvimento Científico e Tecnológico]","1"
"2015","[Region Sjælland]","3"
"2015","[Instituto Nacional de Enfermedades Respiratorias]","1"
"2015","[Juniper Pharmaceuticals, Inc.]","1"
"2015","[Kantonsspital Winterthur KSW]","3"
"2015","[Vital Solutions Swiss AG]","2"
"2015","[Fraunhofer-Institute of Toxicology and Experimental Medicine]","1"
"2015","[Arbor Pharmaceuticals, Inc.]","1"
"2015","[CivaTech Oncology]","1"
"2015","[Hopital of Melun]","1"
"2015","[Cardiology Research UBC]","1"
"2015","[Steno Diabetes Center Copenhagen]","1"
"2015","[Newtricious R&D BV]","1"
"2015","[Vinmec Healthcare System]","3"
"2015","[National Bone Health Alliance]","1"
"2015","[Aduro Biotech, Inc.]","1"
"2015","[Cambridge Memorial Hospital]","1"
"2015","[Infinity Pharmaceuticals, Inc.]","1"
"2016","[Bayer]","145"
"2016","[Erzincan University]","8"
"2016","[Soroka University Medical Center]","8"
"2016","[Massachusetts General Hospital]","121"
"2016","[Rabin Medical Center]","28"
"2016","[Oslo Metropolitan University]","7"
"2016","[Charite University, Berlin, Germany]","44"
"2016","[R-Bio]","2"
"2016","[Rush University Medical Center]","29"
"2016","[Shidaihuajing Institute for Diabetic Research]","1"
"2016","[Trommsdorff GmbH & Co. KG]","1"
"2016","[Swansea University]","3"
"2016","[Faculty Hospital Kralovske Vinohrady]","3"
"2016","[University of Bristol]","3"
"2016","[Technion, Israel Institute of Technology]","2"
"2016","[University of Luebeck]","5"
"2016","[Saint Francis Care]","1"
"2016","[Azienda Ospedaliera San Camillo Forlanini]","2"
"2016","[Zoll Medical Corporation]","3"
"2016","[Kamineni Institute of Dental Sciences]","2"
"2016","[French Defence Health Service]","1"
"2016","[Sheidow Consulting, Inc.]","1"
"2016","[Institut Universitari Dexeus]","4"
"2016","[University Hospital of Torrejon]","1"
"2016","[Intensive Care National Audit & Research Centre]","1"
"2016","[Hippocration General Hospital]","2"
"2016","[Universidad Iberoamericana A.C., Mexico]","1"
"2016","[São Paulo State University]","5"
"2016","[Kuhnil Pharmaceutical Co., Ltd.]","1"
"2016","[Hugo W. Moser Research Institute at Kennedy Krieger, Inc.]","2"
"2016","[Philipps University Marburg Medical Center]","5"
"2016","[Enimmune Corporation]","1"
"2016","[Avid Radiopharmaceuticals]","2"
"2016","[Janssen Biotech, Inc.]","1"
"2016","[Old Dominion University]","1"
"2016","[Braintree Laboratories]","4"
"2016","[Wilhelminenspital Vienna]","1"
"2016","[International Extranodal Lymphoma Study Group (IELSG)]","2"
"2016","[Washington D.C. Veterans Affairs Medical Center]","3"
"2016","[MiCareo Taiwan Co., Ltd.]","2"
"2016","[Concordia Dent Srl]","1"
"2016","[Shanghai WiseGain Medical Devices Co., Ltd.]","1"
"2016","[AHEPA University Hospital]","2"
"2016","[Ministry of Health, Mozambique]","1"
"2016","[Helse Møre og Romsdal HF]","1"
"2017","[MBcure Ltd]","1"
"2016","[Technological Education Institute of Sterea Ellada]","1"
"2017","[University of Padova]","8"
"2017","[Mackay Memorial Hospital]","9"
"2017","[Fundación Neumologica Colombiana]","2"
"2017","[[Redacted]]","61"
"2017","[Tianjin Eye Hospital]","1"
"2017","[Tata Memorial Hospital]","7"
"2017","[Fundación de Investigación Biomédica - Hospital Universitario de La Princesa]","4"
"2017","[James A. Haley Veterans Administration Hospital]","1"
"2017","[Centre Hospitalier Universitaire de Nīmes]","18"
"2017","[Dornier MedTech Systems]","1"
"2017","[Anthera Pharmaceuticals]","1"
"2017","[Hospital Nord]","2"
"2017","[ITM Solucin GmbH]","1"
"2017","[Instituto Brasileiro de Osteopatia]","1"
"2017","[Kyunghee University]","4"
"2017","[Taipei Medical University]","10"
"2017","[Alfasigma S.p.A.]","2"
"2017","[Kyowa Hakko Kirin China Pharmaceutical Co., LTD.]","1"
"2017","[Trakya University]","4"
"2017","[Fundacion Clinica Valle del Lili]","2"
"2017","[Universitat Pompeu Fabra]","1"
"2017","[Harrison, Theodore, M.D.]","1"
"2017","[Connecting Health Innovation]","1"
"2017","[Virginia Polytechnic Institute and State University]","8"
"2017","[medac GmbH]","1"
"2017","[Aleris Helse]","1"
"2017","[Tracon Pharmaceuticals Inc.]","1"
"2017","[Sun Pharmaceutical Industries Limited]","5"
"2017","[Vedic Lifesciences Pvt. Ltd.]","3"
"2017","[Baxter Healthcare Corporation]","2"
"2017","[Santen Pharmaceutical Co., Ltd.]","2"
"2017","[Institute Of Cardiology & Internal Diseases, Kazakhstan]","1"
"2017","[TearSolutions, Inc.]","1"
"2017","[Beijing QS Medical Technology Co., Ltd.]","1"
"2017","[Cargill]","1"
"2017","[NovoCure Ltd.]","2"
"2017","[Hunan Children's Hospital]","1"
"2017","[Karius, Inc.]","1"
"2017","[New York Presbyterian Hospital]","1"
"2017","[Gelb, Arthur F., M.D.]","1"
"2017","[Sanjuan, Silvia Forcano, M.D.]","1"
"2017","[NGM Biopharmaceuticals, Inc]","1"
"2017","[Augenabteilung Allgemeines Krankenhaus Linz]","1"
"2017","[ITAB - Institute for Advanced Biomedical Technologies]","2"
"2017","[Phoenix VA Health Care System]","1"
"2017","[Brest, Norman A., M.D.]","1"
"2017","[Laboratoire des Adaptations Métaboliques à l'Exercice en conditions Physiologiques et Pathologiques]","1"
"2017","[Ability Pharmaceuticals SL]","1"
"2017","[Clinision]","1"
"2018","[University of Pittsburgh]","92"
"2018","[Jiangsu Hansoh Pharmaceutical Co., Ltd.]","1"
"2018","[Digma Medical Ltd.]","1"
"2018","[Dartmouth-Hitchcock Medical Center]","32"
"2018","[Hallym University Medical Center]","5"
"2018","[Wroclaw Medical University]","5"
"2018","[Isala]","2"
"2018","[Université de Sherbrooke]","13"
"2018","[Louis Stokes VA Medical Center]","1"
"2018","[Monash University]","3"
"2018","[Amsterdam UMC, location VUmc]","17"
"2018","[Gobiquity Mobile Health]","1"
"2018","[Fundación Salud de los Andes]","1"
"2018","[EndoCore Lab s.r.l.]","1"
"2018","[Sports Surgery Clinic, Santry, Dublin]","2"
"2018","[9zest. Inc.]","1"
"2018","[Mental Health Services in the Capital Region, Denmark]","6"
"2018","[Oregon State University]","3"
"2018","[Pulmatrix Inc.]","1"
"2018","[InnoVital Systems, Inc.]","1"
"2018","[Aydin Adnan Menderes University]","10"
"2018","[ThinkWell]","4"
"2018","[Reiley Pharmaceuticals Inc.]","1"
"2018","[Pontificia Universidad Catolica de Chile]","10"
"2018","[Composite Interceptive Med Science]","2"
"2018","[Harbin Medical University]","5"
"2018","[Heart Repair Technologies, Inc.]","1"
"2018","[Zeno Alpha Inc.]","1"
"2018","[National Health Service, United Kingdom]","2"
"2018","[Sykehuset Innlandet HF]","1"
"2018","[Centre Hospitalier de la côte Basque]","1"
"2018","[Medi-Weightloss Franchising USA, LLC]","1"
"2018","[Illumina, Inc.]","2"
"2018","[Imperial College London Diabetes Centre]","4"
"2018","[Lazarski University]","6"
"2018","[Avalo Therapeutics, Inc.]","1"
"2018","[Hospital Universitario Insular Gran Canaria]","1"
"2018","[Mendus]","2"
"2018","[Novosibirsk Scientific Research Institute for Circulatory Pathology]","1"
"2018","[Emergency Medical Service of the Central Bohemian Region, Czech Republic]","1"
"2018","[Mansoura General Hospital]","1"
"2018","[Turkish Stroke Research and Clinical Trials Network]","1"
"2018","[Neogenix, LLC dba Ogenix]","1"
"2018","[Translate Bio, Inc.]","1"
"2019","[Adynxx, Inc.]","2"
"2019","[Peking Union Medical College Hospital]","97"
"2019","[Nanjing First Hospital, Nanjing Medical University]","26"
"2019","[Prisma Health-Upstate]","6"
"2019","[Chiang Mai University]","8"
"2019","[State University of New York - Upstate Medical University]","4"
"2019","[Lancaster General Hospital]","2"
"2019","[Hospital Municipal Miguel Couto]","1"
"2019","[State-Financed Health Facility ""Samara Regional Medical Center Dinasty""]","3"
"2019","[European Organisation for Research and Treatment of Cancer - EORTC]","7"
"2019","[College of St. Scholastica, Inc.]","1"
"2019","[Pennington Biomedical Research Center]","17"
"2019","[Latin American Cooperative Oncology Group]","3"
"2019","[Consorci Sanitari del Garraf]","1"
"2019","[Klinički Bolnički Centar Zagreb]","2"
"2019","[Actinogen Medical]","1"
"2019","[Philip Morris Products S.A.]","3"
"2019","[Palo Alto University]","1"
"2019","[LifeScan Scotland Ltd]","2"
"2019","[Royal Brompton & Harefield NHS Foundation Trust]","9"
"2019","[Hamid Al-Essa Organ Transplant Center]","1"
"2019","[Duomed]","2"
"2019","[Marquette University]","2"
"2019","[Hermina Heart Center Kemayoran]","1"
"2019","[Chinese Alliance Against Lung Cancer]","1"
"2019","[Zealand Pharma]","6"
"2019","[Vinmec Healthcare System]","2"
"2019","[Planned Parenthood of Greater New York]","1"
"2019","[Matrivax Research and Development Corporation]","1"
"2019","[Institute of Mental Health, Singapore]","3"
"2019","[SpotOn Therapeutics Ltd.]","1"
"2019","[The George Washington University Biostatistics Center]","1"
"2019","[Fochon Pharmaceuticals, Ltd.]","1"
"2019","[Shepherd Center, Atlanta GA]","3"
"2019","[Zhaoke (Guangzhou) Ophthalmology Pharmaceutical Ltd.]","1"
"2019","[University College Hospital Galway]","1"
"2019","[Aristea Therapeutics, Inc.]","2"
"2019","[Hospital Universitario Torrecárdenas]","1"
"2019","[Andaluz Health Service]","2"
"2019","[Lake Washington Vascular]","2"
"2019","[Hektoen Institute for Medical Research]","2"
"2019","[Los Angeles County Department of Public Health]","1"
"2019","[Globus Medical Inc]","1"
"2019","[Turkish League Against Rheumatism]","2"
"2019","[Electrophysiology Research Foundation]","1"
"2019","[Telethusa Centre for Flamenco Research]","2"
"2019","[Reistone Biopharma Company Limited]","1"
"2019","[Gul, Shehla]","1"
"2019","[Nigde Omer Halisdemir University]","1"
"2019","[Kinex Medical Company, LLC]","1"
"2019","[Kinevant Sciences GmbH]","1"
"2019","[Eye Specialists of Indiana]","1"
"2020","[Zhejiang University]","36"
"2020","[Cytokinetics]","2"
"2020","[Texas State University]","2"
"2020","[Adana City Training and Research Hospital]","2"
"2020","[Third Affiliated Hospital, Sun Yat-Sen University]","17"
"2020","[Klinikum der Universität Köln]","1"
"2020","[University Hospitals of Derby and Burton NHS Foundation Trust]","8"
"2020","[Izmir Bakircay University]","10"
"2020","[Bassett Healthcare]","4"
"2020","[Universidad de Granada]","23"
"2020","[Hadassah Medical Organization]","18"
"2020","[Medical Centre Leeuwarden]","2"
"2020","[Hospital de Base]","2"
"2020","[Wollo University]","1"
"2013","[Frederikssunds Hospital, Denmark]","2"
"2013","[Specialists in Gastroenterology, LLC]","1"
"2013","[South East Area Health Education Center, Wilmington, NC]","2"
"2013","[AGIR à Dom]","2"
"2013","[Beijing Anzhen Hospital]","4"
"2013","[Prostate Oncology Specialists, Inc.]","1"
"2013","[North-West University, South Africa]","2"
"2013","[Hannover Medical School]","5"
"2013","[Aston University]","1"
"2013","[Reumatologia Integral LTDA]","1"
"2013","[San Francisco Department of Public Health]","1"
"2013","[Beersheva Mental Health Center]","2"
"2013","[Nealth Sarl]","2"
"2013","[Alvine Pharmaceuticals Inc.]","1"
"2013","[Regionshospitalet Viborg, Skive]","2"
"2013","[Wonju Severance Christian Hospital]","1"
"2013","[Institut de Recherche Biomedicale des Armees]","1"
"2013","[Laboratory Motricité, Interactions, Performance]","1"
"2014","[Seoul National University Hospital]","112"
"2014","[University Hospital, Toulouse]","25"
"2013","[Clinical Hospital Colentina]","1"
"2014","[Texas Health Resources]","1"
"2014","[Zekai Tahir Burak Women's Health Research and Education Hospital]","10"
"2014","[Boston University]","7"
"2014","[Armata Pharmaceuticals, Inc.]","2"
"2014","[Comisión Nacional de Investigación Científica y Tecnológica]","1"
"2014","[Minneapolis Veterans Affairs Medical Center]","1"
"2014","[Midwestern University]","1"
"2014","[Institut Pasteur]","1"
"2014","[Manchester University NHS Foundation Trust]","13"
"2014","[Advocate Health Care]","4"
"2014","[Biosplice Therapeutics, Inc.]","3"
"2014","[Molecular NeuroImaging]","1"
"2014","[Royal Victoria Hospital, Canada]","2"
"2014","[Cristália Produtos Químicos Farmacêuticos Ltda.]","1"
"2014","[Egalet Ltd]","1"
"2014","[Hospital Barros Luco Trudeau]","1"
"2014","[University of Witten/Herdecke]","2"
"2014","[Bioventus LLC]","1"
"2014","[Liverpool School of Tropical Medicine]","1"
"2014","[Tianjin Third Central Hospital]","1"
"2014","[Vanda Pharmaceuticals]","3"
"2014","[Balton Sp.zo.o.]","1"
"2014","[Queen Fabiola Children's University Hospital]","2"
"2014","[Consorzio Oncotech]","3"
"2014","[Sinai Hospital of Baltimore]","1"
"2014","[Federation Francophone de Cancerologie Digestive]","3"
"2014","[Smith & Nephew Medical Ltd]","1"
"2014","[National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)]","1"
"2014","[IRCCS San Raffaele]","1"
"2014","[Open University]","1"
"2014","[Fujirebio Diagnostics, Inc.]","3"
"2014","[Grupo Espanol Multidisciplinario del Cancer Digestivo]","1"
"2014","[Coherex Medical]","1"
"2014","[BC Centre for Improved Cardiovascular Health]","1"
"2014","[Beijing Institute of Heart, Lung and Blood Vessel Diseases]","1"
"2014","[Sanwa Kagaku Kenkyusho Co., Ltd.]","1"
"2014","[Psychiatric Services Aargau AG]","1"
"2015","[Protalex, Inc.]","3"
"2015","[University of Aarhus]","64"
"2015","[Rochester General Hospital]","2"
"2015","[Military Institute of Medicine, Poland]","4"
"2015","[Federal Research Institute of Pediatric Hematology, Oncology and Immunology]","1"
"2015","[University of Turin, Italy]","11"
"2015","[Shandong University]","20"
"2015","[Artialis]","1"
"2015","[Alnylam Pharmaceuticals]","5"
"2015","[Canadian Malnutrition Task Force]","1"
"2015","[Maturi, Raj K., M.D., P.C.]","1"
"2015","[St. Boniface Hospital]","3"
"2015","[Lighthouse Trust]","1"
"2015","[Unilever R&D]","4"
"2015","[Region Östergötland]","1"
"2015","[Cutera Inc.]","3"
"2015","[Asociación de Oncología Médica del Hospital de Cruces]","1"
"2015","[Bausch Health Americas, Inc.]","8"
"2015","[Tigran Technologies AB]","1"
"2015","[Korean South West Oncology Group]","1"
"2015","[Fenway Community Health]","2"
"2015","[Cleveland Sleep Research Center]","1"
"2015","[Dongfang Hospital Beijing University of Chinese Medicine]","5"
"2015","[Red de Terapia Celular]","3"
"2015","[Emerio & Lourdes Linares Research and Education Center]","1"
"2015","[LobSor Pharmaceuticals AB]","1"
"2015","[Federal State Budgetary Institution, V. A. Almazov Federal North-West Medical Research Centre, of the Ministry of Health]","2"
"2015","[University of Pisa]","2"
"2015","[University of New England, Australia]","2"
"2015","[Omnyx, LLC]","1"
"2015","[Mercator MedSystems, Inc.]","3"
"2015","[Visterra, Inc.]","1"
"2015","[Aesculap AG]","2"
"2015","[Alder Hey Children's NHS Foundation Trust]","1"
"2015","[Axsome Therapeutics, Inc.]","1"
"2015","[Metabolic Technologies Inc.]","1"
"2015","[Oxford Brookes University]","1"
"2015","[Hazleton Eye Specialists]","1"
"2015","[Kalila Medical]","1"
"2015","[Emboflu]","1"
"2015","[Pathway Genomics]","1"
"2015","[Mayne Pharma International Pty Ltd]","1"
"2015","[Prexton Therapeutics]","1"
"2016","[Aga Khan University]","9"
"2016","[Mansoura University]","43"
"2016","[The University of Texas Health Science Center, Houston]","56"
"2016","[Aerocrine AB]","1"
"2016","[Merck Sharp & Dohme LLC]","38"
"2016","[Imperial College London]","23"
"2016","[BioMimetix JV, LLC]","2"
"2016","[Leiden University Medical Center]","18"
"2016","[GE Healthcare]","9"
"2016","[Folktandvården Stockholms län AB]","1"
"2016","[Wulumuqi General Hospital of Lanzhou Military Command]","1"
"2016","[Novosanis NV]","1"
"2016","[MValve Technologies Ltd]","1"
"2016","[Children's Hospital of Chongqing Medical University]","4"
"2016","[Zuyderland Medisch Centrum]","3"
"2016","[Ente Ospedaliero Cantonale, Bellinzona]","1"
"2016","[Anhui Provincial Hospital]","6"
"2016","[Anavex Life Sciences Corp.]","1"
"2016","[BNM Clinic and Research]","2"
"2016","[Padagis LLC]","4"
"2016","[Ellume Pty Ltd]","1"
"2016","[Lee's Pharmaceutical Limited]","7"
"2016","[Pancreatic Cancer Research Team]","1"
"2016","[Vest Brain,Centro de Estudios Neurovestibulares]","2"
"2016","[Elorac, Inc.]","1"
"2016","[Deborah Heart and Lung Center]","1"
"2016","[scPharmaceuticals, Inc.]","2"
"2016","[Vitaflo International, Ltd]","4"
"2016","[Spanish Cooperative Group for the Treatment of Digestive Tumours (TTD)]","2"
"2016","[Water Pik, Inc.]","1"
"2016","[Psychiatric University Hospital, Zurich]","1"
"2016","[Nektar Therapeutics]","3"
"2016","[University of California, Berkeley]","8"
"2016","[Incheon St.Mary's Hospital]","1"
"2016","[University of Ghana]","1"
"2016","[Kristianstad University]","1"
"2016","[Neurological Associates of West Los Angeles]","1"
"2016","[Ifakara Health Institute]","1"
"2016","[Western University of Health Sciences]","1"
"2016","[Hospital Santa Marcelina]","1"
"2016","[National Hospital for Tropical Diseases, Hanoi, Vietnam]","1"
"2016","[Daejeon St. Mary's hospital]","1"
"2016","[Shanghai Acebright Pharmaceuticals Co., Ltd.]","1"
"2016","[Azienda Ospedaliera Sant'Anna e San Sebastiano]","1"
"2017","[Montefiore Medical Center]","46"
"2017","[Bispebjerg Hospital]","21"
"2016","[Piedmont Pharmaceuticals, LLC]","1"
"2017","[Proclara Biosciences, Inc.]","1"
"2017","[University Hospital Inselspital, Berne]","40"
"2017","[Sheffield Teaching Hospitals NHS Foundation Trust]","20"
"2017","[University Medical Center Groningen]","37"
"2017","[Celyad Oncology SA]","3"
"2017","[SWOG Cancer Research Network]","4"
"2017","[Sixth Affiliated Hospital, Sun Yat-sen University]","8"
"2017","[T.C. ORDU ÜNİVERSİTESİ]","5"
"2017","[Verona Pharma plc]","1"
"2017","[Schneider Children's Medical Center, Israel]","3"
"2017","[University of Alcala]","8"
"2017","[Universidad Rey Juan Carlos]","6"
"2017","[Children's Mercy Hospital Kansas City]","9"
"2017","[Mamata Dental College]","1"
"2017","[Oswaldo Cruz Foundation]","5"
"2017","[Clalit Health Services]","3"
"2017","[OrienGene Biotechnology Ltd.]","1"
"2017","[Henan Institute of Cardiovascular Epidemiology]","3"
"2017","[Cyclomedica Australia PTY Limited]","1"
"2017","[Chiesi Farmaceutici S.p.A.]","7"
"2017","[Spanish Society of Cardiology]","3"
"2017","[University of Adelaide]","3"
"2017","[Shahjalal University of Science and Technology]","2"
"2017","[Sejong General Hospital]","3"
"2017","[MacroGenics]","2"
"2017","[NantCell, Inc.]","1"
"2017","[Michigan State University]","7"
"2017","[Szeged University]","4"
"2017","[Cttq]","1"
"2017","[Uijeongbu St. Mary Hospital]","3"
"2017","[Catharina Ziekenhuis Eindhoven]","4"
"2017","[Neurolief Ltd.]","1"
"2017","[Posit Science Corporation]","3"
"2017","[CentraState Medical Center]","1"
"2017","[ShangHai Ji Ai Genetics & IVF Institute]","2"
"2017","[Jean Brown Research]","1"
"2017","[Jhpiego]","6"
"2017","[Instituto Materno Infantil Prof. Fernando Figueira]","1"
"2017","[Turkish Intensive Care Society]","1"
"2017","[Nature's Way Canada]","1"
"2017","[Ginegorama S.L.]","1"
"2017","[Sabz Biomedicals]","1"
"2017","[Melanoma Institute Australia]","1"
"2017","[Tree of Life Pharma Ltd.]","1"
"2017","[Vitaccess Ltd]","1"
"2017","[Pharmacotherapies for Alcohol and Substance Use Disorders Alliance]","1"
"2017","[CAS Lamvac Biotech Co., Ltd.]","1"
"2018","[Escola Superior de Enfermagem de Coimbra]","4"
"2018","[HealthPartners Institute]","8"
"2018","[Lawson Health Research Institute]","35"
"2018","[Hvidovre University Hospital]","25"
"2018","[National Health Research Institutes, Taiwan]","9"
"2018","[London School of Hygiene and Tropical Medicine]","23"
"2018","[Florida State University]","16"
"2018","[Hospital Universitario Dr. Jose E. Gonzalez]","6"
"2018","[Vendsyssel Hospital]","5"
"2018","[Murdoch Childrens Research Institute]","3"
"2018","[Ethicon Endo-Surgery]","1"
"2018","[TeamOBS]","1"
"2018","[Sienna Labs]","1"
"2018","[Medical Research Council, South Africa]","2"
"2018","[Grifols Therapeutics LLC]","3"
"2018","[Penumbra Inc.]","1"
"2018","[Hospital Nacional de Parapléjicos de Toledo]","1"
"2018","[University of Vienna]","1"
"2018","[Fundação Educacional Serra dos Órgãos]","2"
"2018","[Institute of Mountain Emergency Medicine]","1"
"2018","[Skin Care Network Ltd.]","2"
"2018","[Jinan University Guangzhou]","2"
"2018","[SK Life Science, Inc.]","3"
"2018","[Peking University International Hospital]","1"
"2018","[Beachbody]","1"
"2018","[Kimetrica LLC]","1"
"2018","[Radius Health, Inc.]","2"
"2018","[Heriot-Watt University]","1"
"2018","[Moorfields Eye Hospital NHS Foundation Trust]","6"
"2018","[BioAlpha Inc.]","1"
"2018","[Evelo Biosciences, Inc.]","3"
"2018","[Second Xiangya Hospital of Central South University]","3"
"2018","[Harvard University]","4"
"2018","[Genmab]","2"
"2018","[Institute for Clinical and Experimental Medicine]","5"
"2018","[Boston Medical Group]","1"
"2018","[Vericel Corporation]","1"
"2018","[Themis Bioscience GmbH]","1"
"2018","[Octapharma]","3"
"2018","[Tokyo Medical University]","2"
"2018","[Diyarbakir Women's and Children's Diseases Hospital]","1"
"2018","[Minneapolis Veterans Affairs Medical Center]","1"
"2018","[NextCure, Inc.]","1"
"2018","[Auerbach Hematology Oncology Associates P C]","1"
"2018","[Samyang Biopharmaceuticals Corporation]","1"
"2018","[Freenome Holdings Inc.]","1"
"2018","[Hospital General de Mexico]","2"
"2018","[Association pour la Formation l'Enseignement et la Recherche du Service de l'Accueil des Urgences]","1"
"2018","[The Royal Wolverhampton Hospitals NHS Trust]","3"
"2018","[Shanghai Jiatan Pharmatech Co., Ltd]","1"
"2018","[Ascensia Diabetes Care]","1"
